date,store_id,sku_id,units_sold,prediction,stock_on_hand,on_order_units,reorder_point,safety_stock,lead_time_days,unit_price,cost_price,category,subcategory,brand,lead_time_demand,available_inventory,forecast_daily_demand,days_of_supply,stock_after_lead_time,stockout_units,safety_stock_gap,reorder_gap,stockout_risk,target_inventory_30d,excess_inventory_units,overstock_risk,risk_score,risk_level,recommended_action,stockout_value_at_stake,overstock_value_at_stake,value_at_stake,priority,risk_reason
2025-12-08,ST07,SKU02860,3,1.8857299,0.0,0.0,0.0,0.0,7.0,1859.24,1166.95,Apparel & Footwear,Kids Wear,HealthFirst,1.8857299,0.0,1.8857299,0.0,-1.8857299,1.8857299,1.8857299,0.0,True,56.571897,0.0,False,100.0,STOCKOUT,REORDER,3506.024459276,0.0,3506.02,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-07,ST10,SKU01092,4,1.8608574,0.0,0.0,0.0,0.0,7.0,1883.52,1152.13,Apparel & Footwear,Men's Wear,EverydayPlus,1.8608574,0.0,1.8608574,0.0,-1.8608574,1.8608574,1.8608574,0.0,True,55.825722,0.0,False,100.0,STOCKOUT,REORDER,3504.962130048,0.0,3504.96,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-08,ST23,SKU04895,5,1.8682827,0.0,0.0,0.0,0.0,7.0,1875.04,1209.02,Apparel & Footwear,Kids Wear,PurePlus,1.8682827,0.0,1.8682827,0.0,-1.8682827,1.8682827,1.8682827,0.0,True,56.048480999999995,0.0,False,100.0,STOCKOUT,REORDER,3503.104793808,0.0,3503.1,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-28,ST01,SKU02031,2,1.9220847,0.0,0.0,0.0,0.0,7.0,1821.78,1075.59,Electronics & Accessories,Batteries,PureLife,1.9220847,0.0,1.9220847,0.0,-1.9220847,1.9220847,1.9220847,0.0,True,57.662541000000004,0.0,False,100.0,STOCKOUT,REORDER,3501.615464766,0.0,3501.62,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-06,ST14,SKU02834,1,1.9245887,0.0,0.0,0.0,0.0,7.0,1819.31,1438.32,Apparel & Footwear,Women's Wear,QuickBite,1.9245887,0.0,1.9245887,0.0,-1.9245887,1.9245887,1.9245887,0.0,True,57.737660999999996,0.0,False,100.0,STOCKOUT,REORDER,3501.423467797,0.0,3501.42,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-24,ST08,SKU02521,1,1.9559468,0.0,0.0,0.0,0.0,7.0,1790.1,1418.71,Apparel & Footwear,Men's Wear,FamilyChoice,1.9559468,0.0,1.9559468,0.0,-1.9559468,1.9559468,1.9559468,0.0,True,58.678404,0.0,False,100.0,STOCKOUT,REORDER,3501.34036668,0.0,3501.34,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-28,ST18,SKU02543,4,1.7887474,0.0,0.0,0.0,0.0,7.0,1956.24,1248.98,Home & Kitchen,Storage & Containers,CityFresh,1.7887474,0.0,1.7887474,0.0,-1.7887474,1.7887474,1.7887474,0.0,True,53.66242200000001,0.0,False,100.0,STOCKOUT,REORDER,3499.2192137760003,0.0,3499.22,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-25,ST20,SKU01151,1,1.9025216,0.0,0.0,0.0,0.0,7.0,1839.22,1189.74,Apparel & Footwear,Women's Wear,CityFresh,1.9025216,0.0,1.9025216,0.0,-1.9025216,1.9025216,1.9025216,0.0,True,57.075648,0.0,False,100.0,STOCKOUT,REORDER,3499.155777152,0.0,3499.16,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-22,ST12,SKU02688,2,1.8789271,0.0,0.0,0.0,0.0,7.0,1861.79,1268.3,Home & Kitchen,Storage & Containers,FamilyChoice,1.8789271,0.0,1.8789271,0.0,-1.8789271,1.8789271,1.8789271,0.0,True,56.367813000000005,0.0,False,100.0,STOCKOUT,REORDER,3498.167685509,0.0,3498.17,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-24,ST16,SKU02959,1,1.8393426,0.0,0.0,0.0,0.0,7.0,1901.51,1198.96,Home & Kitchen,Storage & Containers,BasicNeeds,1.8393426,0.0,1.8393426,0.0,-1.8393426,1.8393426,1.8393426,0.0,True,55.180278,0.0,False,100.0,STOCKOUT,REORDER,3497.5283473259997,0.0,3497.53,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-03,ST30,SKU03132,2,1.8212222,0.0,0.0,0.0,0.0,7.0,1920.29,1386.91,Apparel & Footwear,Women's Wear,NovaFresh,1.8212222,0.0,1.8212222,0.0,-1.8212222,1.8212222,1.8212222,0.0,True,54.636666,0.0,False,100.0,STOCKOUT,REORDER,3497.274778438,0.0,3497.27,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-26,ST17,SKU02928,1,1.8937012,0.0,0.0,0.0,0.0,7.0,1846.27,1469.0,Apparel & Footwear,Women's Wear,MetroBrand,1.8937012,0.0,1.8937012,0.0,-1.8937012,1.8937012,1.8937012,0.0,True,56.811036,0.0,False,100.0,STOCKOUT,REORDER,3496.283714524,0.0,3496.28,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-30,ST27,SKU03907,3,3.9868243,0.0,0.0,0.0,0.0,7.0,876.73,624.96,Home & Kitchen,Home Decor,QuickBite,3.9868243,0.0,3.9868243,0.0,-3.9868243,3.9868243,3.9868243,0.0,True,119.60472899999999,0.0,False,100.0,STOCKOUT,REORDER,3495.368468539,0.0,3495.37,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-21,ST12,SKU00610,2,1.7877984,0.0,0.0,0.0,0.0,7.0,1954.6,1097.2,Electronics & Accessories,Mobile Accessories,BasicNeeds,1.7877984,0.0,1.7877984,0.0,-1.7877984,1.7877984,1.7877984,0.0,True,53.633952,0.0,False,100.0,STOCKOUT,REORDER,3494.43075264,0.0,3494.43,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-16,ST04,SKU01525,2,1.8528026,0.0,0.0,0.0,0.0,7.0,1885.36,1293.63,Electronics & Accessories,Batteries,FamilyChoice,1.8528026,0.0,1.8528026,0.0,-1.8528026,1.8528026,1.8528026,0.0,True,55.584078,0.0,False,100.0,STOCKOUT,REORDER,3493.1999099359996,0.0,3493.2,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-19,ST17,SKU02137,1,1.8448325,0.0,0.0,0.0,0.0,7.0,1893.03,1048.11,Home & Kitchen,Storage & Containers,EverydayPlus,1.8448325,0.0,1.8448325,0.0,-1.8448325,1.8448325,1.8448325,0.0,True,55.344975000000005,0.0,False,100.0,STOCKOUT,REORDER,3492.323267475,0.0,3492.32,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-04,ST03,SKU02980,1,1.9516383,0.0,0.0,0.0,0.0,7.0,1789.14,1338.46,Apparel & Footwear,Men's Wear,EverydayPlus,1.9516383,0.0,1.9516383,0.0,-1.9516383,1.9516383,1.9516383,0.0,True,58.549149,0.0,False,100.0,STOCKOUT,REORDER,3491.7541480620002,0.0,3491.75,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-20,ST16,SKU01151,2,1.8982911,0.0,0.0,0.0,0.0,7.0,1839.22,1189.74,Apparel & Footwear,Women's Wear,CityFresh,1.8982911,0.0,1.8982911,0.0,-1.8982911,1.8982911,1.8982911,0.0,True,56.948733,0.0,False,100.0,STOCKOUT,REORDER,3491.374956942,0.0,3491.37,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-12,ST07,SKU01151,3,1.897812,0.0,0.0,0.0,0.0,7.0,1839.22,1189.74,Apparel & Footwear,Women's Wear,CityFresh,1.897812,0.0,1.897812,0.0,-1.897812,1.897812,1.897812,0.0,True,56.93436,0.0,False,100.0,STOCKOUT,REORDER,3490.49378664,0.0,3490.49,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-15,ST28,SKU03358,2,1.8601077,0.0,0.0,0.0,0.0,7.0,1876.25,1238.35,Apparel & Footwear,Kids Wear,SmartBuy,1.8601077,0.0,1.8601077,0.0,-1.8601077,1.8601077,1.8601077,0.0,True,55.803231,0.0,False,100.0,STOCKOUT,REORDER,3490.027072125,0.0,3490.03,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-12,ST27,SKU03930,1,1.9537878,0.0,0.0,0.0,0.0,7.0,1786.19,1428.54,Apparel & Footwear,Women's Wear,SmartBuy,1.9537878,0.0,1.9537878,0.0,-1.9537878,1.9537878,1.9537878,0.0,True,58.613634,0.0,False,100.0,STOCKOUT,REORDER,3489.8362304820002,0.0,3489.84,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-03,ST11,SKU00339,2,1.8516734,0.0,0.0,0.0,0.0,7.0,1884.44,1181.23,Apparel & Footwear,Footwear,CityFresh,1.8516734,0.0,1.8516734,0.0,-1.8516734,1.8516734,1.8516734,0.0,True,55.550202,0.0,False,100.0,STOCKOUT,REORDER,3489.367421896,0.0,3489.37,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-29,ST20,SKU00415,4,1.9691949,0.0,0.0,0.0,0.0,7.0,1769.39,1146.13,Home & Kitchen,Cookware,CityFresh,1.9691949,0.0,1.9691949,0.0,-1.9691949,1.9691949,1.9691949,0.0,True,59.075846999999996,0.0,False,100.0,STOCKOUT,REORDER,3484.273764111,0.0,3484.27,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-11,ST21,SKU04713,1,1.8189262,0.0,0.0,0.0,0.0,7.0,1913.4,1091.19,Home & Kitchen,Home Decor,EliteHome,1.8189262,0.0,1.8189262,0.0,-1.8189262,1.8189262,1.8189262,0.0,True,54.567786,0.0,False,100.0,STOCKOUT,REORDER,3480.33339108,0.0,3480.33,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-06,ST08,SKU00339,2,1.845384,0.0,0.0,0.0,0.0,7.0,1884.44,1181.23,Apparel & Footwear,Footwear,CityFresh,1.845384,0.0,1.845384,0.0,-1.845384,1.845384,1.845384,0.0,True,55.36152,0.0,False,100.0,STOCKOUT,REORDER,3477.51542496,0.0,3477.52,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-18,ST03,SKU01525,2,1.8434821,0.0,0.0,0.0,0.0,7.0,1885.36,1293.63,Electronics & Accessories,Batteries,FamilyChoice,1.8434821,0.0,1.8434821,0.0,-1.8434821,1.8434821,1.8434821,0.0,True,55.304463,0.0,False,100.0,STOCKOUT,REORDER,3475.6274120559997,0.0,3475.63,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-30,ST14,SKU03225,1,2.1122994,0.0,0.0,0.0,0.0,7.0,1644.59,1227.69,Electronics & Accessories,Small Appliances,BasicNeeds,2.1122994,0.0,2.1122994,0.0,-2.1122994,2.1122994,2.1122994,0.0,True,63.368981999999995,0.0,False,100.0,STOCKOUT,REORDER,3473.8664702459996,0.0,3473.87,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-13,ST03,SKU01999,2,1.882167,0.0,0.0,0.0,0.0,7.0,1844.71,1176.47,Home & Kitchen,Cookware,GreenValley,1.882167,0.0,1.882167,0.0,-1.882167,1.882167,1.882167,0.0,True,56.46501,0.0,False,100.0,STOCKOUT,REORDER,3472.05228657,0.0,3472.05,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-24,ST22,SKU01728,1,1.8191857,0.0,0.0,0.0,0.0,7.0,1907.83,1418.24,Home & Kitchen,Cookware,QuickBite,1.8191857,0.0,1.8191857,0.0,-1.8191857,1.8191857,1.8191857,0.0,True,54.575571000000004,0.0,False,100.0,STOCKOUT,REORDER,3470.697054031,0.0,3470.7,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-05,ST17,SKU02860,1,1.8654703,0.0,0.0,0.0,0.0,7.0,1859.24,1166.95,Apparel & Footwear,Kids Wear,HealthFirst,1.8654703,0.0,1.8654703,0.0,-1.8654703,1.8654703,1.8654703,0.0,True,55.964109,0.0,False,100.0,STOCKOUT,REORDER,3468.357000572,0.0,3468.36,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-18,ST07,SKU02031,1,1.9036907,0.0,0.0,49.0,20.0,7.0,1821.78,1075.59,Electronics & Accessories,Batteries,PureLife,1.9036907,0.0,1.9036907,0.0,-1.9036907,1.9036907,21.9036907,49.0,True,57.110721000000005,0.0,False,100.0,STOCKOUT,REORDER,3468.105643446,0.0,3468.11,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-06,ST04,SKU02062,4,1.8704033,0.0,0.0,0.0,0.0,7.0,1854.01,1133.64,Apparel & Footwear,Men's Wear,CityFresh,1.8704033,0.0,1.8704033,0.0,-1.8704033,1.8704033,1.8704033,0.0,True,56.112099,0.0,False,100.0,STOCKOUT,REORDER,3467.746422233,0.0,3467.75,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-28,ST28,SKU04390,2,1.8925027,0.0,0.0,0.0,0.0,7.0,1832.3,1339.37,Home & Kitchen,Home Decor,CleanWave,1.8925027,0.0,1.8925027,0.0,-1.8925027,1.8925027,1.8925027,0.0,True,56.775081,0.0,False,100.0,STOCKOUT,REORDER,3467.63269721,0.0,3467.63,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-09,ST02,SKU03358,1,1.8480525,0.0,0.0,0.0,0.0,7.0,1876.25,1238.35,Apparel & Footwear,Kids Wear,SmartBuy,1.8480525,0.0,1.8480525,0.0,-1.8480525,1.8480525,1.8480525,0.0,True,55.441575,0.0,False,100.0,STOCKOUT,REORDER,3467.408503125,0.0,3467.41,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-08,ST30,SKU03358,1,1.8478671,0.0,0.0,0.0,0.0,7.0,1876.25,1238.35,Apparel & Footwear,Kids Wear,SmartBuy,1.8478671,0.0,1.8478671,0.0,-1.8478671,1.8478671,1.8478671,0.0,True,55.436013,0.0,False,100.0,STOCKOUT,REORDER,3467.060646375,0.0,3467.06,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-27,ST27,SKU04390,1,1.8918337,0.0,0.0,0.0,0.0,7.0,1832.3,1339.37,Home & Kitchen,Home Decor,CleanWave,1.8918337,0.0,1.8918337,0.0,-1.8918337,1.8918337,1.8918337,0.0,True,56.755011,0.0,False,100.0,STOCKOUT,REORDER,3466.40688851,0.0,3466.41,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-19,ST27,SKU02860,2,1.8640312,0.0,0.0,0.0,0.0,7.0,1859.24,1166.95,Apparel & Footwear,Kids Wear,HealthFirst,1.8640312,0.0,1.8640312,0.0,-1.8640312,1.8640312,1.8640312,0.0,True,55.920936000000005,0.0,False,100.0,STOCKOUT,REORDER,3465.681368288,0.0,3465.68,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-30,ST08,SKU03915,2,2.027502,0.0,0.0,0.0,0.0,7.0,1708.53,1349.58,Apparel & Footwear,Kids Wear,FreshFarm,2.027502,0.0,2.027502,0.0,-2.027502,2.027502,2.027502,0.0,True,60.82506000000001,0.0,False,100.0,STOCKOUT,REORDER,3464.04799206,0.0,3464.05,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-25,ST27,SKU00367,3,1.8687764,0.0,0.0,0.0,0.0,7.0,1853.07,1201.33,Home & Kitchen,Storage & Containers,BasicNeeds,1.8687764,0.0,1.8687764,0.0,-1.8687764,1.8687764,1.8687764,0.0,True,56.063292,0.0,False,100.0,STOCKOUT,REORDER,3462.973483548,0.0,3462.97,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-23,ST28,SKU02839,1,1.832514,0.0,0.0,0.0,0.0,7.0,1889.13,1234.32,Home & Kitchen,Cookware,ZestyCo,1.832514,0.0,1.832514,0.0,-1.832514,1.832514,1.832514,0.0,True,54.97542,0.0,False,100.0,STOCKOUT,REORDER,3461.85717282,0.0,3461.86,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-23,ST07,SKU00367,2,1.8680027,0.0,0.0,0.0,0.0,7.0,1853.07,1201.33,Home & Kitchen,Storage & Containers,BasicNeeds,1.8680027,0.0,1.8680027,0.0,-1.8680027,1.8680027,1.8680027,0.0,True,56.040081,0.0,False,100.0,STOCKOUT,REORDER,3461.539763289,0.0,3461.54,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-11,ST18,SKU01524,2,1.8558444,0.0,0.0,0.0,0.0,7.0,1864.17,1041.35,Apparel & Footwear,Kids Wear,FamilyChoice,1.8558444,0.0,1.8558444,0.0,-1.8558444,1.8558444,1.8558444,0.0,True,55.675332000000004,0.0,False,100.0,STOCKOUT,REORDER,3459.609455148,0.0,3459.61,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-07,ST02,SKU04273,1,1.9368322,0.0,0.0,0.0,0.0,7.0,1786.15,1117.09,Apparel & Footwear,Women's Wear,CityFresh,1.9368322,0.0,1.9368322,0.0,-1.9368322,1.9368322,1.9368322,0.0,True,58.104966,0.0,False,100.0,STOCKOUT,REORDER,3459.4728340300003,0.0,3459.47,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-25,ST27,SKU02834,1,1.9008384,0.0,0.0,0.0,0.0,7.0,1819.31,1438.32,Apparel & Footwear,Women's Wear,QuickBite,1.9008384,0.0,1.9008384,0.0,-1.9008384,1.9008384,1.9008384,0.0,True,57.025152,0.0,False,100.0,STOCKOUT,REORDER,3458.214309504,0.0,3458.21,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-26,ST25,SKU01728,1,1.8124275,0.0,0.0,0.0,0.0,7.0,1907.83,1418.24,Home & Kitchen,Cookware,QuickBite,1.8124275,0.0,1.8124275,0.0,-1.8124275,1.8124275,1.8124275,0.0,True,54.372825000000006,0.0,False,100.0,STOCKOUT,REORDER,3457.803557325,0.0,3457.8,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-20,ST19,SKU02756,4,1.8129282,0.0,0.0,0.0,0.0,7.0,1906.82,1512.52,Home & Kitchen,Home Decor,SunriseFoods,1.8129282,0.0,1.8129282,0.0,-1.8129282,1.8129282,1.8129282,0.0,True,54.387845999999996,0.0,False,100.0,STOCKOUT,REORDER,3456.927750324,0.0,3456.93,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-20,ST04,SKU01092,1,1.8352373,0.0,0.0,0.0,0.0,7.0,1883.52,1152.13,Apparel & Footwear,Men's Wear,EverydayPlus,1.8352373,0.0,1.8352373,0.0,-1.8352373,1.8352373,1.8352373,0.0,True,55.057119,0.0,False,100.0,STOCKOUT,REORDER,3456.706159296,0.0,3456.71,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-30,ST10,SKU04820,2,2.081693,0.0,0.0,0.0,0.0,7.0,1659.68,1140.14,Apparel & Footwear,Women's Wear,FreshFarm,2.081693,0.0,2.081693,0.0,-2.081693,2.081693,2.081693,0.0,True,62.45079,0.0,False,100.0,STOCKOUT,REORDER,3454.9442382400002,0.0,3454.94,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-25,ST17,SKU00666,1,1.8920352,0.0,0.0,0.0,0.0,7.0,1825.63,1431.43,Home & Kitchen,Cookware,UrbanBite,1.8920352,0.0,1.8920352,0.0,-1.8920352,1.8920352,1.8920352,0.0,True,56.761056,0.0,False,100.0,STOCKOUT,REORDER,3454.1562221760005,0.0,3454.16,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-29,ST28,SKU01962,3,1.9729477,0.0,0.0,0.0,0.0,7.0,1750.03,1143.12,Electronics & Accessories,Small Appliances,PurePlus,1.9729477,0.0,1.9729477,0.0,-1.9729477,1.9729477,1.9729477,0.0,True,59.188431,0.0,False,100.0,STOCKOUT,REORDER,3452.717663431,0.0,3452.72,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-29,ST27,SKU02031,1,1.8951358,0.0,0.0,0.0,0.0,7.0,1821.78,1075.59,Electronics & Accessories,Batteries,PureLife,1.8951358,0.0,1.8951358,0.0,-1.8951358,1.8951358,1.8951358,0.0,True,56.854074000000004,0.0,False,100.0,STOCKOUT,REORDER,3452.520497724,0.0,3452.52,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-31,ST17,SKU02031,2,1.8940858,0.0,0.0,0.0,0.0,7.0,1821.78,1075.59,Electronics & Accessories,Batteries,PureLife,1.8940858,0.0,1.8940858,0.0,-1.8940858,1.8940858,1.8940858,0.0,True,56.822574,0.0,False,100.0,STOCKOUT,REORDER,3450.607628724,0.0,3450.61,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-11,ST30,SKU02900,2,1.8752449,0.0,0.0,0.0,0.0,7.0,1839.94,1078.99,Electronics & Accessories,Small Appliances,CleanWave,1.8752449,0.0,1.8752449,0.0,-1.8752449,1.8752449,1.8752449,0.0,True,56.257347,0.0,False,100.0,STOCKOUT,REORDER,3450.338101306,0.0,3450.34,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-19,ST18,SKU02154,5,1.8385597,0.0,0.0,0.0,0.0,7.0,1876.53,1217.23,Home & Kitchen,Cookware,SparkleClean,1.8385597,0.0,1.8385597,0.0,-1.8385597,1.8385597,1.8385597,0.0,True,55.156791,0.0,False,100.0,STOCKOUT,REORDER,3450.112433841,0.0,3450.11,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-06,ST06,SKU01151,1,1.8745029,0.0,0.0,0.0,0.0,7.0,1839.22,1189.74,Apparel & Footwear,Women's Wear,CityFresh,1.8745029,0.0,1.8745029,0.0,-1.8745029,1.8745029,1.8745029,0.0,True,56.235087,0.0,False,100.0,STOCKOUT,REORDER,3447.623223738,0.0,3447.62,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-12,ST30,SKU02026,3,1.8897501,0.0,0.0,0.0,0.0,7.0,1823.87,1292.51,Apparel & Footwear,Women's Wear,GoldenHarvest,1.8897501,0.0,1.8897501,0.0,-1.8897501,1.8897501,1.8897501,0.0,True,56.692503,0.0,False,100.0,STOCKOUT,REORDER,3446.658514887,0.0,3446.66,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-22,ST16,SKU02978,2,1.9019694,0.0,0.0,0.0,0.0,7.0,1811.96,1241.29,Home & Kitchen,Storage & Containers,NatureBlend,1.9019694,0.0,1.9019694,0.0,-1.9019694,1.9019694,1.9019694,0.0,True,57.059082000000004,0.0,False,100.0,STOCKOUT,REORDER,3446.292474024,0.0,3446.29,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-31,ST27,SKU02756,3,1.8070637,0.0,0.0,0.0,0.0,7.0,1906.82,1512.52,Home & Kitchen,Home Decor,SunriseFoods,1.8070637,0.0,1.8070637,0.0,-1.8070637,1.8070637,1.8070637,0.0,True,54.211911,0.0,False,100.0,STOCKOUT,REORDER,3445.745204434,0.0,3445.75,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-22,ST23,SKU02692,1,1.6435405,0.0,0.0,0.0,0.0,7.0,2095.03,1551.16,Electronics & Accessories,Mobile Accessories,CleanWave,1.6435405,0.0,1.6435405,0.0,-1.6435405,1.6435405,1.6435405,0.0,True,49.306215,0.0,False,100.0,STOCKOUT,REORDER,3443.2666537150003,0.0,3443.27,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-10,ST21,SKU04390,1,1.8780655,0.0,0.0,0.0,0.0,7.0,1832.3,1339.37,Home & Kitchen,Home Decor,CleanWave,1.8780655,0.0,1.8780655,0.0,-1.8780655,1.8780655,1.8780655,0.0,True,56.341965,0.0,False,100.0,STOCKOUT,REORDER,3441.17941565,0.0,3441.18,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-27,ST03,SKU02038,1,1.6174469,109.0,0.0,28.0,6.0,7.0,83.56,56.9,Dairy & Bakery,Milk,NutriPlus,1.6174469,109.0,1.6174469,67.39015667222213,107.3825531,0.0,0.0,0.0,False,48.523407,60.476593,True,100.0,OVERSTOCK,MARKDOWN,0.0,3441.1181417,3441.12,CRITICAL,Inventory exceeds the 30-day demand coverage target
2025-12-27,ST06,SKU02064,3,1.9946885,178.0,0.0,42.0,14.0,7.0,45.95,29.12,Beverages,Soft Drinks,CityFresh,1.9946885,178.0,1.9946885,89.23699113921798,176.0053115,0.0,0.0,0.0,False,59.840655000000005,118.159345,True,100.0,OVERSTOCK,MARKDOWN,0.0,3440.8001264,3440.8,CRITICAL,Inventory exceeds the 30-day demand coverage target
2025-12-25,ST26,SKU02846,3,1.8342491,0.0,0.0,0.0,0.0,7.0,1875.69,1040.14,Health & Wellness,First Aid,SunriseFoods,1.8342491,0.0,1.8342491,0.0,-1.8342491,1.8342491,1.8342491,0.0,True,55.027473,0.0,False,100.0,STOCKOUT,REORDER,3440.4826943790003,0.0,3440.48,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-30,ST21,SKU04354,2,1.9736711,0.0,0.0,0.0,0.0,7.0,1741.96,1306.26,Apparel & Footwear,Kids Wear,MetroBrand,1.9736711,0.0,1.9736711,0.0,-1.9736711,1.9736711,1.9736711,0.0,True,59.210133,0.0,False,100.0,STOCKOUT,REORDER,3438.056109356,0.0,3438.06,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-19,ST04,SKU00666,3,1.8830593,0.0,0.0,0.0,0.0,7.0,1825.63,1431.43,Home & Kitchen,Cookware,UrbanBite,1.8830593,0.0,1.8830593,0.0,-1.8830593,1.8830593,1.8830593,0.0,True,56.491779,0.0,False,100.0,STOCKOUT,REORDER,3437.769549859,0.0,3437.77,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-22,ST23,SKU04390,1,1.8761058,0.0,0.0,0.0,0.0,7.0,1832.3,1339.37,Home & Kitchen,Home Decor,CleanWave,1.8761058,0.0,1.8761058,0.0,-1.8761058,1.8761058,1.8761058,0.0,True,56.283173999999995,0.0,False,100.0,STOCKOUT,REORDER,3437.58865734,0.0,3437.59,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-29,ST08,SKU03231,1,2.0146632,0.0,0.0,0.0,0.0,7.0,1705.55,1070.98,Apparel & Footwear,Men's Wear,EliteHome,2.0146632,0.0,2.0146632,0.0,-2.0146632,2.0146632,2.0146632,0.0,True,60.439896000000005,0.0,False,100.0,STOCKOUT,REORDER,3436.10882076,0.0,3436.11,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-02,ST09,SKU00367,1,1.8537248,0.0,0.0,0.0,0.0,7.0,1853.07,1201.33,Home & Kitchen,Storage & Containers,BasicNeeds,1.8537248,0.0,1.8537248,0.0,-1.8537248,1.8537248,1.8537248,0.0,True,55.611744,0.0,False,100.0,STOCKOUT,REORDER,3435.081815136,0.0,3435.08,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-23,ST04,SKU02860,2,1.847329,0.0,0.0,0.0,0.0,7.0,1859.24,1166.95,Apparel & Footwear,Kids Wear,HealthFirst,1.847329,0.0,1.847329,0.0,-1.847329,1.847329,1.847329,0.0,True,55.41987,0.0,False,100.0,STOCKOUT,REORDER,3434.62796996,0.0,3434.63,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
2025-12-04,ST22,SKU02521,1,1.9172183,0.0,0.0,0.0,0.0,7.0,1790.1,1418.71,Apparel & Footwear,Men's Wear,FamilyChoice,1.9172183,0.0,1.9172183,0.0,-1.9172183,1.9172183,1.9172183,0.0,True,57.516549,0.0,False,100.0,STOCKOUT,REORDER,3432.01247883,0.0,3432.01,CRITICAL,Available inventory is insufficient to cover expected demand during lead time
