date,store_id,sku_id,units_sold,prediction,stock_on_hand,on_order_units,reorder_point,safety_stock,lead_time_days,unit_price,cost_price,category,subcategory,brand,lead_time_demand,available_inventory,forecast_daily_demand,days_of_supply,stock_after_lead_time,stockout_units,safety_stock_gap,reorder_gap,stockout_risk,target_inventory_30d,excess_inventory_units,overstock_risk,risk_score,risk_level,recommended_action,stockout_value_at_stake,overstock_value_at_stake,value_at_stake,priority,risk_reason,recommended_markdown_units
2025-12-16,ST30,SKU00874,2,1.8251451,147.0,0.0,37.0,16.0,7.0,872.01,578.74,Home & Kitchen,Home Decor,ValueChoice,1.8251451,147.0,1.8251451,80.54154160126775,145.1748549,0.0,0.0,0.0,False,54.754353,92.24564699999999,True,100.0,OVERSTOCK,MARKDOWN,0.0,53386.24574478,53386.25,CRITICAL,Inventory exceeds the 30-day demand coverage target,92.0
2025-12-23,ST04,SKU03958,2,1.9003861,163.0,0.0,93.0,26.0,7.0,707.73,503.09,Home & Kitchen,Home Decor,PrimeCare,1.9003861,163.0,1.9003861,85.77204390202601,161.0996139,0.0,0.0,0.0,False,57.011583,105.988417,True,100.0,OVERSTOCK,MARKDOWN,0.0,53321.712708529994,53321.71,CRITICAL,Inventory exceeds the 30-day demand coverage target,106.0
2025-12-19,ST03,SKU00044,1,1.8024454,226.0,0.0,81.0,32.0,7.0,525.77,309.26,Personal Care,Skin Care,PureLife,1.8024454,226.0,1.8024454,125.38521277815127,224.1975546,0.0,0.0,0.0,False,54.073362,171.926638,True,100.0,OVERSTOCK,MARKDOWN,0.0,53170.03206788,53170.03,CRITICAL,Inventory exceeds the 30-day demand coverage target,172.0
2025-12-17,ST20,SKU04526,1,2.118329,320.0,0.0,65.0,22.0,7.0,318.07,206.93,Personal Care,Skin Care,SunriseFoods,2.118329,320.0,2.118329,151.06246480126552,317.881671,0.0,0.0,0.0,False,63.549870000000006,256.45013,True,100.0,OVERSTOCK,MARKDOWN,0.0,53067.2254009,53067.23,CRITICAL,Inventory exceeds the 30-day demand coverage target,256.0
2025-12-18,ST29,SKU01456,3,1.7205421,117.0,0.0,62.0,16.0,7.0,1082.17,811.51,Home & Kitchen,Cookware,TrueTaste,1.7205421,117.0,1.7205421,68.00182337880601,115.2794579,0.0,0.0,0.0,False,51.616263000000004,65.383737,True,100.0,OVERSTOCK,MARKDOWN,0.0,53059.55641287,53059.56,CRITICAL,Inventory exceeds the 30-day demand coverage target,65.0
2025-12-12,ST07,SKU02700,3,1.8666656,304.0,0.0,75.0,24.0,7.0,340.42,212.44,Personal Care,Hair Care,DailyBest,1.8666656,304.0,1.8666656,162.85723591842054,302.1333344,0.0,0.0,0.0,False,55.999967999999996,248.000032,True,100.0,OVERSTOCK,MARKDOWN,0.0,52685.126798080004,52685.13,CRITICAL,Inventory exceeds the 30-day demand coverage target,248.0
2025-12-22,ST02,SKU03457,2,2.1044774,501.0,0.0,90.0,33.0,7.0,207.73,120.2,Dairy & Bakery,Cheese,PremiumSelect,2.1044774,501.0,2.1044774,238.06385376245905,498.8955226,0.0,0.0,0.0,False,63.134322,437.865678,True,100.0,OVERSTOCK,MARKDOWN,0.0,52631.4544956,52631.45,CRITICAL,Inventory exceeds the 30-day demand coverage target,438.0
2025-12-27,ST22,SKU01792,1,1.5949664,257.0,0.0,49.0,11.0,7.0,400.01,250.71,Dairy & Bakery,Butter & Ghee,SoftTouch,1.5949664,257.0,1.5949664,161.13192102354006,255.4050336,0.0,0.0,0.0,False,47.848991999999996,209.151008,True,100.0,OVERSTOCK,MARKDOWN,0.0,52436.24921568,52436.25,CRITICAL,Inventory exceeds the 30-day demand coverage target,209.0
2025-12-11,ST21,SKU03950,2,1.8388896,320.0,0.0,73.0,30.0,7.0,318.71,197.95,Personal Care,Hair Care,FreshFarm,1.8388896,320.0,1.8388896,174.0180595942247,318.1611104,0.0,0.0,0.0,False,55.16668799999999,264.833312,True,100.0,OVERSTOCK,MARKDOWN,0.0,52423.75411039999,52423.75,CRITICAL,Inventory exceeds the 30-day demand coverage target,265.0
2025-12-24,ST20,SKU03649,2,1.9114573,241.0,0.0,85.0,39.0,7.0,451.0,282.79,Grocery,Sugar & Salt,MetroBrand,1.9114573,241.0,1.9114573,126.08181202896868,239.0885427,0.0,0.0,0.0,False,57.343719,183.656281,True,100.0,OVERSTOCK,MARKDOWN,0.0,51936.15970399001,51936.16,CRITICAL,Inventory exceeds the 30-day demand coverage target,184.0
2025-12-06,ST17,SKU01485,3,1.8875774,208.0,0.0,92.0,36.0,7.0,476.18,342.91,Personal Care,Men's Grooming,PrimeCare,1.8875774,208.0,1.8875774,110.19415680649705,206.1124226,0.0,0.0,0.0,False,56.627322,151.372678,True,100.0,OVERSTOCK,MARKDOWN,0.0,51907.205012980005,51907.21,CRITICAL,Inventory exceeds the 30-day demand coverage target,151.0
2025-12-05,ST05,SKU03603,2,1.6925437,353.0,0.0,79.0,28.0,7.0,222.12,170.96,Stationery & Office,Writing Instruments,NatureBlend,1.6925437,353.0,1.6925437,208.56182324864048,351.3074563,0.0,0.0,0.0,False,50.776311,302.223689,True,100.0,OVERSTOCK,MARKDOWN,0.0,51668.161871439996,51668.16,CRITICAL,Inventory exceeds the 30-day demand coverage target,302.0
2025-12-23,ST08,SKU00919,2,2.084945,223.0,0.0,80.0,20.0,7.0,576.32,321.95,Personal Care,Skin Care,PrimeCare,2.084945,223.0,2.084945,106.9572578653154,220.915055,0.0,0.0,0.0,False,62.54834999999999,160.45165,True,100.0,OVERSTOCK,MARKDOWN,0.0,51657.408717499995,51657.41,CRITICAL,Inventory exceeds the 30-day demand coverage target,160.0
2025-12-27,ST14,SKU04578,2,1.6818844,136.0,0.0,97.0,29.0,7.0,802.76,601.87,Home & Kitchen,Home Decor,BasicNeeds,1.6818844,136.0,1.6818844,80.86168110008036,134.3181156,0.0,0.0,0.0,False,50.456531999999996,85.543468,True,100.0,OVERSTOCK,MARKDOWN,0.0,51486.047085160004,51486.05,CRITICAL,Inventory exceeds the 30-day demand coverage target,86.0
2025-12-13,ST06,SKU00915,1,1.8815397,146.0,0.0,95.0,20.0,7.0,771.32,572.02,Apparel & Footwear,Women's Wear,BasicNeeds,1.8815397,146.0,1.8815397,77.59602414979604,144.1184603,0.0,0.0,0.0,False,56.446191,89.553809,True,100.0,OVERSTOCK,MARKDOWN,0.0,51226.56982418,51226.57,CRITICAL,Inventory exceeds the 30-day demand coverage target,90.0
2025-12-12,ST08,SKU00167,2,1.93664,89.0,0.0,25.0,10.0,7.0,2596.95,1652.67,Electronics & Accessories,Batteries,ZestyCo,1.93664,89.0,1.93664,45.95588235294118,87.06336,0.0,0.0,0.0,False,58.099199999999996,30.900800000000004,True,53.2,OVERSTOCK,MARKDOWN,0.0,51068.82513600001,51068.83,CRITICAL,Inventory exceeds the 30-day demand coverage target,31.0
2025-12-26,ST26,SKU00954,1,1.8539734,405.0,0.0,70.0,29.0,7.0,209.16,145.35,Beverages,Soft Drinks,PurePlus,1.8539734,405.0,1.8539734,218.44973611811258,403.1460266,0.0,0.0,0.0,False,55.619202,349.380798,True,100.0,OVERSTOCK,MARKDOWN,0.0,50782.4989893,50782.5,CRITICAL,Inventory exceeds the 30-day demand coverage target,349.0
2025-12-11,ST24,SKU03603,1,1.7968391,348.0,0.0,81.0,33.0,7.0,222.12,170.96,Stationery & Office,Writing Instruments,NatureBlend,1.7968391,348.0,1.7968391,193.6734346442038,346.2031609,0.0,0.0,0.0,False,53.905173,294.094827,True,100.0,OVERSTOCK,MARKDOWN,0.0,50278.45162392,50278.45,CRITICAL,Inventory exceeds the 30-day demand coverage target,294.0
2025-12-22,ST08,SKU02659,2,1.9680759,171.0,0.0,89.0,42.0,7.0,601.35,448.17,Apparel & Footwear,Men's Wear,UrbanBite,1.9680759,171.0,1.9680759,86.88689292928184,169.0319241,0.0,0.0,0.0,False,59.042277000000006,111.95772299999999,True,100.0,OVERSTOCK,MARKDOWN,0.0,50176.092716909996,50176.09,CRITICAL,Inventory exceeds the 30-day demand coverage target,112.0
2025-12-22,ST13,SKU00908,4,1.7570003,94.0,0.0,63.0,20.0,7.0,2108.67,1210.94,Apparel & Footwear,Kids Wear,NatureBlend,1.7570003,94.0,1.7570003,53.50027544104574,92.2429997,0.0,0.0,0.0,False,52.710009,41.289991,True,78.3,OVERSTOCK,MARKDOWN,0.0,49999.701701540005,49999.7,CRITICAL,Inventory exceeds the 30-day demand coverage target,41.0
2025-12-02,ST14,SKU00674,1,1.783264,175.0,0.0,79.0,31.0,7.0,736.02,410.33,Health & Wellness,Vitamins & Supplements,HealthFirst,1.783264,175.0,1.783264,98.1346564501947,173.216736,0.0,0.0,0.0,False,53.49792,121.50208,True,100.0,OVERSTOCK,MARKDOWN,0.0,49855.948486400004,49855.95,CRITICAL,Inventory exceeds the 30-day demand coverage target,122.0
2025-12-03,ST25,SKU00062,1,1.9383994,228.0,0.0,97.0,36.0,7.0,499.45,291.09,Electronics & Accessories,Mobile Accessories,EverydayPlus,1.9383994,228.0,1.9383994,117.62281808382731,226.0616006,0.0,0.0,0.0,False,58.151982,169.848018,True,100.0,OVERSTOCK,MARKDOWN,0.0,49441.05955961999,49441.06,CRITICAL,Inventory exceeds the 30-day demand coverage target,170.0
2025-12-27,ST05,SKU01717,1,2.2518592,286.0,0.0,50.0,16.0,7.0,289.99,226.29,Beverages,Bottled Water,EliteHome,2.2518592,286.0,2.2518592,127.00616450620002,283.7481408,0.0,0.0,0.0,False,67.55577600000001,218.444224,True,100.0,OVERSTOCK,MARKDOWN,0.0,49431.74344896,49431.74,CRITICAL,Inventory exceeds the 30-day demand coverage target,218.0
2025-12-07,ST27,SKU03179,4,1.6393515,312.0,0.0,98.0,31.0,7.0,294.42,187.69,Personal Care,Skin Care,NatureBlend,1.6393515,312.0,1.6393515,190.31915974090973,310.3606485,0.0,0.0,0.0,False,49.180545,262.819455,True,100.0,OVERSTOCK,MARKDOWN,0.0,49328.58350895,49328.58,CRITICAL,Inventory exceeds the 30-day demand coverage target,263.0
2025-12-26,ST25,SKU00507,1,1.8097725,97.0,0.0,39.0,13.0,7.0,1588.92,1152.62,Apparel & Footwear,Footwear,HealthFirst,1.8097725,97.0,1.8097725,53.59789697323835,95.1902275,0.0,0.0,0.0,False,54.293175,42.706825,True,78.7,OVERSTOCK,MARKDOWN,0.0,49224.7406315,49224.74,CRITICAL,Inventory exceeds the 30-day demand coverage target,43.0
2025-12-07,ST15,SKU04145,3,2.3377767,289.0,0.0,49.0,21.0,7.0,293.61,224.88,Stationery & Office,Notebooks,CleanWave,2.3377767,289.0,2.3377767,123.62172999671012,286.6622233,0.0,0.0,0.0,False,70.133301,218.86669899999998,True,100.0,OVERSTOCK,MARKDOWN,0.0,49218.743271119994,49218.74,CRITICAL,Inventory exceeds the 30-day demand coverage target,219.0
2025-12-20,ST06,SKU01273,1,1.9167845,186.0,0.0,91.0,39.0,7.0,672.35,382.47,Health & Wellness,Vitamins & Supplements,FamilyChoice,1.9167845,186.0,1.9167845,97.03751256335806,184.0832155,0.0,0.0,0.0,False,57.503535,128.496465,True,100.0,OVERSTOCK,MARKDOWN,0.0,49146.042968550006,49146.04,CRITICAL,Inventory exceeds the 30-day demand coverage target,128.0
2025-12-12,ST22,SKU01643,2,1.8625234,159.0,0.0,41.0,13.0,7.0,672.44,470.13,Personal Care,Men's Grooming,FreshFarm,1.8625234,159.0,1.8625234,85.36805497316168,157.1374766,0.0,0.0,0.0,False,55.875702,103.12429800000001,True,100.0,OVERSTOCK,MARKDOWN,0.0,48481.82621874,48481.83,CRITICAL,Inventory exceeds the 30-day demand coverage target,103.0
2025-12-31,ST09,SKU00845,1,2.1752145,164.0,0.0,96.0,41.0,7.0,670.83,490.52,Frozen Foods,Frozen Vegetables,ZestyCo,2.1752145,164.0,2.1752145,75.39486335715397,161.8247855,0.0,0.0,0.0,False,65.256435,98.743565,True,100.0,OVERSTOCK,MARKDOWN,0.0,48435.6935038,48435.69,CRITICAL,Inventory exceeds the 30-day demand coverage target,99.0
2025-12-02,ST30,SKU04919,1,1.6930716,279.0,0.0,57.0,25.0,7.0,374.09,211.22,Grocery,Pulses & Lentils,GoldenHarvest,1.6930716,279.0,1.6930716,164.7892504959625,277.3069284,0.0,0.0,0.0,False,50.792148,228.207852,True,100.0,OVERSTOCK,MARKDOWN,0.0,48202.06249944,48202.06,CRITICAL,Inventory exceeds the 30-day demand coverage target,228.0
2025-12-19,ST11,SKU04840,1,1.8626946,156.0,0.0,81.0,20.0,7.0,639.65,479.5,Home & Kitchen,Storage & Containers,FamilyChoice,1.8626946,156.0,1.8626946,83.74963882968255,154.1373054,0.0,0.0,0.0,False,55.880838,100.119162,True,100.0,OVERSTOCK,MARKDOWN,0.0,48007.138179,48007.14,CRITICAL,Inventory exceeds the 30-day demand coverage target,100.0
2025-12-15,ST23,SKU04997,1,1.8020294,181.0,0.0,74.0,31.0,7.0,587.79,378.17,Home Care,Pest Control,CrispKing,1.8020294,181.0,1.8020294,100.44231242842099,179.1979706,0.0,0.0,0.0,False,54.060882,126.93911800000001,True,100.0,OVERSTOCK,MARKDOWN,0.0,48004.56625406,48004.57,CRITICAL,Inventory exceeds the 30-day demand coverage target,127.0
2025-12-31,ST09,SKU01805,1,1.6470107,554.0,0.0,99.0,41.0,7.0,158.18,94.75,Stationery & Office,Writing Instruments,CleanWave,1.6470107,554.0,1.6470107,336.36697077924265,552.3529893,0.0,0.0,0.0,False,49.410321,504.589679,True,100.0,OVERSTOCK,MARKDOWN,0.0,47809.87208525,47809.87,CRITICAL,Inventory exceeds the 30-day demand coverage target,505.0
2025-12-24,ST12,SKU00937,1,1.8918221,143.0,0.0,83.0,27.0,7.0,767.81,551.35,Apparel & Footwear,Women's Wear,EverydayPlus,1.8918221,143.0,1.8918221,75.58850274558057,141.1081779,0.0,0.0,0.0,False,56.754663,86.245337,True,100.0,OVERSTOCK,MARKDOWN,0.0,47551.36655495001,47551.37,CRITICAL,Inventory exceeds the 30-day demand coverage target,86.0
2025-12-30,ST11,SKU03737,2,1.6181982,361.0,0.0,65.0,15.0,7.0,235.68,150.1,Grocery,Spices & Seasoning,FreshFarm,1.6181982,361.0,1.6181982,223.0876291915292,359.3818018,0.0,0.0,0.0,False,48.545946,312.454054,True,100.0,OVERSTOCK,MARKDOWN,0.0,46899.353505399995,46899.35,CRITICAL,Inventory exceeds the 30-day demand coverage target,312.0
2025-12-12,ST03,SKU02211,2,2.0297973,121.0,0.0,23.0,11.0,7.0,1230.59,779.6,Health & Wellness,Vitamins & Supplements,NovaFresh,2.0297973,121.0,2.0297973,59.611863706784916,118.9702027,0.0,0.0,0.0,False,60.893919,60.106081,True,98.7,OVERSTOCK,MARKDOWN,0.0,46858.70074760001,46858.7,CRITICAL,Inventory exceeds the 30-day demand coverage target,60.0
2025-12-12,ST17,SKU04795,3,1.8087244,340.0,0.0,89.0,25.0,7.0,281.26,163.89,Grocery,Pulses & Lentils,CleanWave,1.8087244,340.0,1.8087244,187.97778146853108,338.1912756,0.0,0.0,0.0,False,54.261732,285.738268,True,100.0,OVERSTOCK,MARKDOWN,0.0,46829.644742519995,46829.64,CRITICAL,Inventory exceeds the 30-day demand coverage target,286.0
2025-12-19,ST29,SKU03621,4,1.6980735,216.0,0.0,52.0,25.0,7.0,370.39,283.32,Home Care,Surface Cleaners,SparkleClean,1.6980735,216.0,1.6980735,127.20297442955207,214.3019265,0.0,0.0,0.0,False,50.942205,165.057795,True,100.0,OVERSTOCK,MARKDOWN,0.0,46764.1744794,46764.17,CRITICAL,Inventory exceeds the 30-day demand coverage target,165.0
2025-12-15,ST05,SKU04996,1,1.8615493,131.0,0.0,23.0,6.0,7.0,1057.53,620.41,Apparel & Footwear,Women's Wear,DailyBest,1.8615493,131.0,1.8615493,70.37149110152495,129.1384507,0.0,0.0,0.0,False,55.846479,75.153521,True,100.0,OVERSTOCK,MARKDOWN,0.0,46625.995963609996,46626.0,CRITICAL,Inventory exceeds the 30-day demand coverage target,75.0
2025-12-20,ST22,SKU01836,3,2.0588884,111.0,0.0,43.0,20.0,7.0,1656.58,945.28,Apparel & Footwear,Footwear,NatureBlend,2.0588884,111.0,2.0588884,53.91258700568715,108.9411116,0.0,0.0,0.0,False,61.76665199999999,49.23334800000001,True,79.7,OVERSTOCK,MARKDOWN,0.0,46539.29919744001,46539.3,CRITICAL,Inventory exceeds the 30-day demand coverage target,49.0
2025-12-04,ST30,SKU00521,1,1.9027753,303.0,0.0,74.0,20.0,7.0,288.5,189.07,Stationery & Office,Writing Instruments,FreshFarm,1.9027753,303.0,1.9027753,159.24108327452012,301.0972247,0.0,0.0,0.0,False,57.083259,245.916741,True,100.0,OVERSTOCK,MARKDOWN,0.0,46495.47822087,46495.48,CRITICAL,Inventory exceeds the 30-day demand coverage target,246.0
2025-12-21,ST19,SKU03950,1,1.6843057,285.0,0.0,79.0,21.0,7.0,318.71,197.95,Personal Care,Hair Care,FreshFarm,1.6843057,285.0,1.6843057,169.20918809453653,283.3156943,0.0,0.0,0.0,False,50.529171,234.470829,True,100.0,OVERSTOCK,MARKDOWN,0.0,46413.500600549996,46413.5,CRITICAL,Inventory exceeds the 30-day demand coverage target,234.0
2025-12-10,ST06,SKU03286,1,1.8857707,163.0,0.0,32.0,10.0,7.0,731.23,434.11,Health & Wellness,Vitamins & Supplements,PremiumSelect,1.8857707,163.0,1.8857707,86.43680803822014,161.1142293,0.0,0.0,0.0,False,56.573121,106.426879,True,100.0,OVERSTOCK,MARKDOWN,0.0,46200.97244269,46200.97,CRITICAL,Inventory exceeds the 30-day demand coverage target,106.0
2025-12-05,ST11,SKU00462,1,2.5521429,422.0,0.0,72.0,18.0,7.0,241.55,133.73,Home Care,Dishwashing,NutriPlus,2.5521429,422.0,2.5521429,165.35124267532197,419.4478571,0.0,0.0,0.0,False,76.56428700000001,345.43571299999996,True,100.0,OVERSTOCK,MARKDOWN,0.0,46195.11789948999,46195.12,CRITICAL,Inventory exceeds the 30-day demand coverage target,345.0
2025-12-28,ST05,SKU00150,2,1.5994948,320.0,0.0,57.0,16.0,7.0,266.14,169.6,Grocery,Sugar & Salt,FreshFarm,1.5994948,320.0,1.5994948,200.06316994591043,318.4005052,0.0,0.0,0.0,False,47.984844,272.015156,True,100.0,OVERSTOCK,MARKDOWN,0.0,46133.770457599996,46133.77,CRITICAL,Inventory exceeds the 30-day demand coverage target,272.0
2025-12-22,ST27,SKU04612,1,1.777455,140.0,0.0,39.0,8.0,7.0,805.8,532.13,Home & Kitchen,Cookware,CleanWave,1.777455,140.0,1.777455,78.76430064333556,138.222545,0.0,0.0,0.0,False,53.32365,86.67635,True,100.0,OVERSTOCK,MARKDOWN,0.0,46123.0861255,46123.09,CRITICAL,Inventory exceeds the 30-day demand coverage target,87.0
2025-12-15,ST01,SKU04987,2,1.9729472,206.0,0.0,52.0,19.0,7.0,421.88,313.75,Home Care,Dishwashing,GreenValley,1.9729472,206.0,1.9729472,104.41232284371321,204.0270528,0.0,0.0,0.0,False,59.188416,146.811584,True,100.0,OVERSTOCK,MARKDOWN,0.0,46062.13448,46062.13,CRITICAL,Inventory exceeds the 30-day demand coverage target,147.0
2025-12-18,ST09,SKU04196,1,2.093912,223.0,0.0,86.0,35.0,7.0,452.19,286.01,Frozen Foods,Frozen Vegetables,TrueTaste,2.093912,223.0,2.093912,106.49922250791819,220.906088,0.0,0.0,0.0,False,62.81736,160.18264,True,100.0,OVERSTOCK,MARKDOWN,0.0,45813.83686639999,45813.84,CRITICAL,Inventory exceeds the 30-day demand coverage target,160.0
2025-12-08,ST25,SKU02056,3,1.7646147,105.0,0.0,41.0,13.0,7.0,1399.72,878.95,Apparel & Footwear,Kids Wear,PremiumSelect,1.7646147,105.0,1.7646147,59.50307452386065,103.2353853,0.0,0.0,0.0,False,52.938441000000005,52.061558999999995,True,98.3,OVERSTOCK,MARKDOWN,0.0,45759.50728305,45759.51,CRITICAL,Inventory exceeds the 30-day demand coverage target,52.0
2025-12-23,ST18,SKU03112,1,1.7878834,219.0,0.0,78.0,26.0,7.0,382.71,276.4,Home Care,Air Fresheners,PureLife,1.7878834,219.0,1.7878834,122.49120943793092,217.2121166,0.0,0.0,0.0,False,53.636502,165.363498,True,100.0,OVERSTOCK,MARKDOWN,0.0,45706.47084719999,45706.47,CRITICAL,Inventory exceeds the 30-day demand coverage target,165.0
2025-12-06,ST09,SKU03709,1,1.7705709,298.0,0.0,66.0,27.0,7.0,266.41,186.06,Dairy & Bakery,Cheese,PurePlus,1.7705709,298.0,1.7705709,168.30729568638003,296.2294291,0.0,0.0,0.0,False,53.117127,244.882873,True,100.0,OVERSTOCK,MARKDOWN,0.0,45562.907350379995,45562.91,CRITICAL,Inventory exceeds the 30-day demand coverage target,245.0
2025-12-29,ST13,SKU04572,1,1.7821752,111.0,0.0,81.0,29.0,7.0,1130.67,789.28,Apparel & Footwear,Kids Wear,SunriseFoods,1.7821752,111.0,1.7821752,62.28343879995637,109.2178248,0.0,0.0,0.0,False,53.465256,57.534744,True,100.0,OVERSTOCK,MARKDOWN,0.0,45411.02274432,45411.02,CRITICAL,Inventory exceeds the 30-day demand coverage target,58.0
2025-12-25,ST25,SKU01803,2,1.6942765,290.0,0.0,64.0,24.0,7.0,316.1,189.07,Grocery,Spices & Seasoning,PureLife,1.6942765,290.0,1.6942765,171.16450591152034,288.3057235,0.0,0.0,0.0,False,50.828295,239.171705,True,100.0,OVERSTOCK,MARKDOWN,0.0,45220.19426435,45220.19,CRITICAL,Inventory exceeds the 30-day demand coverage target,239.0
2025-12-18,ST24,SKU01602,1,1.8174323,159.0,0.0,61.0,14.0,7.0,614.85,432.23,Home & Kitchen,Storage & Containers,SunriseFoods,1.8174323,159.0,1.8174323,87.48606481793023,157.1825677,0.0,0.0,0.0,False,54.522968999999996,104.47703100000001,True,100.0,OVERSTOCK,MARKDOWN,0.0,45158.107109130004,45158.11,CRITICAL,Inventory exceeds the 30-day demand coverage target,104.0
2025-12-28,ST25,SKU02107,2,1.7304257,131.0,0.0,45.0,11.0,7.0,810.91,570.51,Apparel & Footwear,Footwear,NatureBlend,1.7304257,131.0,1.7304257,75.7039149383877,129.2695743,0.0,0.0,0.0,False,51.912771,79.08722900000001,True,100.0,OVERSTOCK,MARKDOWN,0.0,45120.05501679,45120.06,CRITICAL,Inventory exceeds the 30-day demand coverage target,79.0
2025-12-02,ST26,SKU00901,1,1.9449139,153.0,0.0,86.0,34.0,7.0,653.7,476.21,Frozen Foods,Frozen Meat,PremiumSelect,1.9449139,153.0,1.9449139,78.66672144201345,151.0550861,0.0,0.0,0.0,False,58.347417,94.65258299999999,True,100.0,OVERSTOCK,MARKDOWN,0.0,45074.50655042999,45074.51,CRITICAL,Inventory exceeds the 30-day demand coverage target,95.0
2025-12-13,ST11,SKU01046,1,1.9673388,139.0,0.0,37.0,12.0,7.0,708.58,560.42,Health & Wellness,First Aid,PrimeCare,1.9673388,139.0,1.9673388,70.65381926082075,137.0326612,0.0,0.0,0.0,False,59.020164,79.979836,True,100.0,OVERSTOCK,MARKDOWN,0.0,44822.29969112,44822.3,CRITICAL,Inventory exceeds the 30-day demand coverage target,80.0
2025-12-29,ST09,SKU01023,1,1.883563,173.0,0.0,37.0,12.0,7.0,526.16,382.68,Personal Care,Men's Grooming,CrispKing,1.883563,173.0,1.883563,91.84720659728397,171.116437,0.0,0.0,0.0,False,56.506890000000006,116.49311,True,100.0,OVERSTOCK,MARKDOWN,0.0,44579.5833348,44579.58,CRITICAL,Inventory exceeds the 30-day demand coverage target,116.0
2025-12-25,ST30,SKU03031,3,1.8894943,448.0,0.0,85.0,29.0,7.0,175.91,113.9,Snacks & Confectionery,Chocolates,PureLife,1.8894943,448.0,1.8894943,237.10047709590867,446.1105057,0.0,0.0,0.0,False,56.684829,391.315171,True,100.0,OVERSTOCK,MARKDOWN,0.0,44570.7979769,44570.8,CRITICAL,Inventory exceeds the 30-day demand coverage target,391.0
2025-12-19,ST12,SKU02057,2,1.823519,435.0,0.0,76.0,30.0,7.0,167.06,117.15,Beverages,Energy Drinks,FreshFarm,1.823519,435.0,1.823519,238.54974913889026,433.176481,0.0,0.0,0.0,False,54.705569999999994,380.29443000000003,True,100.0,OVERSTOCK,MARKDOWN,0.0,44551.4924745,44551.49,CRITICAL,Inventory exceeds the 30-day demand coverage target,380.0
2025-12-25,ST20,SKU04753,2,1.9129162,177.0,0.0,40.0,16.0,7.0,641.27,371.28,Health & Wellness,Vitamins & Supplements,QuickBite,1.9129162,177.0,1.9129162,92.52888338757339,175.0870838,0.0,0.0,0.0,False,57.387485999999996,119.612514,True,100.0,OVERSTOCK,MARKDOWN,0.0,44409.73419792,44409.73,CRITICAL,Inventory exceeds the 30-day demand coverage target,120.0
2025-12-13,ST15,SKU00605,4,1.9514587,217.0,0.0,82.0,31.0,7.0,420.44,278.06,Frozen Foods,Frozen Vegetables,TrueTaste,1.9514587,217.0,1.9514587,111.19886882566358,215.0485413,0.0,0.0,0.0,False,58.543761,158.45623899999998,True,100.0,OVERSTOCK,MARKDOWN,0.0,44060.34181634,44060.34,CRITICAL,Inventory exceeds the 30-day demand coverage target,158.0
2025-12-29,ST15,SKU03556,1,2.1639307,179.0,0.0,69.0,32.0,7.0,656.88,385.51,Frozen Foods,Ice Cream,SparkleClean,2.1639307,179.0,2.1639307,82.71983941075378,176.8360693,0.0,0.0,0.0,False,64.91792099999999,114.08207900000001,True,100.0,OVERSTOCK,MARKDOWN,0.0,43979.78227529,43979.78,CRITICAL,Inventory exceeds the 30-day demand coverage target,114.0
2025-12-16,ST30,SKU00608,2,1.9139798,168.0,0.0,37.0,18.0,7.0,613.29,397.46,Personal Care,Oral Care,CrispKing,1.9139798,168.0,1.9139798,87.77522103420318,166.0860202,0.0,0.0,0.0,False,57.419394,110.580606,True,100.0,OVERSTOCK,MARKDOWN,0.0,43951.36766076,43951.37,CRITICAL,Inventory exceeds the 30-day demand coverage target,111.0
2025-12-06,ST30,SKU03980,1,1.6397859,228.0,0.0,89.0,39.0,7.0,315.01,244.3,Home Care,Laundry,SoftTouch,1.6397859,228.0,1.6397859,139.04254207820668,226.3602141,0.0,0.0,0.0,False,49.193577,178.806423,True,100.0,OVERSTOCK,MARKDOWN,0.0,43682.4091389,43682.41,CRITICAL,Inventory exceeds the 30-day demand coverage target,179.0
2025-12-09,ST23,SKU04053,1,1.6850506,266.0,0.0,48.0,23.0,7.0,315.46,202.58,Personal Care,Hair Care,BasicNeeds,1.6850506,266.0,1.6850506,157.85876103661218,264.3149494,0.0,0.0,0.0,False,50.551518,215.448482,True,100.0,OVERSTOCK,MARKDOWN,0.0,43645.553483560005,43645.55,CRITICAL,Inventory exceeds the 30-day demand coverage target,215.0
2025-12-06,ST18,SKU02530,5,1.8808053,188.0,0.0,79.0,25.0,7.0,506.86,330.99,Personal Care,Hair Care,SparkleClean,1.8808053,188.0,1.8808053,99.95718323422419,186.1191947,0.0,0.0,0.0,False,56.424159,131.575841,True,100.0,OVERSTOCK,MARKDOWN,0.0,43550.28761259,43550.29,CRITICAL,Inventory exceeds the 30-day demand coverage target,132.0
2025-12-09,ST22,SKU01336,3,1.7817143,123.0,0.0,44.0,13.0,7.0,804.43,625.68,Home & Kitchen,Home Decor,HealthFirst,1.7817143,123.0,1.7817143,69.03463703468059,121.2182857,0.0,0.0,0.0,False,53.451429,69.54857100000001,True,100.0,OVERSTOCK,MARKDOWN,0.0,43515.149903280006,43515.15,CRITICAL,Inventory exceeds the 30-day demand coverage target,70.0
